address,latitude,longitude,sold,price,area,cbd,station,school
"2345 Richardson Road,Parkerville,6081",-31.87459,116.13911,2015/11/1,540000,211,27900,13200,4.722218857
"36 Edgewater Road,Salter Point,6152",-32.02336,115.86124,2015/11/1,1200000,263,7900,1600,0.316859617
"9 Scole Place,Huntingdale,6110",-32.07241,115.96961,2015/11/1,350000,99,17000,2900,1.161213507
"10 Vermilion Boulevard,Hilbert,6112",-32.18007635,115.9863548,2015/11/1,850000,291,28100,3900,2.585719031
"16 Harley Street,Highgate,6003",-31.93924,115.86621,2015/11/1,1012500,133,1600,1400,1.252944583
"24 Elderberry Drive,South Lake,6164",-32.10852,115.83287,2015/11/1,382000,130,17600,3000,1.230368049
"8 Clint Way,Calista,6167",-32.24262,115.80307,2015/11/1,310000,65,32800,2700,1.205407463
"14 Gamboge Street,Eglinton,6034",-31.59697891,115.6724337,2015/11/1,309000,220,43300,5000,5.657379905
"35 Clint Way,Calista,6167",-32.24310004,115.8048328,2015/11/1,245000,80,32800,2600,1.081177031
"45 Collins Street,Kensington,6151",-31.98422,115.87874,2015/11/1,765000,159,4000,3100,1.29797771
"24 Giglia Drive,Sinagra,6065",-31.734948,115.804714,2015/11/1,485000,196,24700,3700,2.734145727
"45 Whim Close,Sawyers Valley,6074",-31.89554,116.22266,2015/11/1,475000,72,34900,21000,2.411683543
"45 Bishop Road,Middle Swan,6056",-31.86724,116.02296,2015/11/1,295000,311,18200,3400,1.451955445
"8 Apostles Corner,Wandi,6167",-32.19037515,115.8588206,2015/11/1,458000,141,26500,5200,5.18739588
"2 Bates loop,Lockridge,6054",-31.88353817,115.9546577,2015/11/1,330000,111,11900,1900,1.967491589
"35 Priory Road,Maida Vale,6057",-31.9521657,116.0193404,2015/11/1,427000,129,15200,7000,2.733127772
"43 Stirk Road,Alfred Cove,6154",-32.03419,115.82086,2015/11/1,868000,155,9800,3500,1.44471918
"63 Sorrento Street,North Beach,6020",-31.85927,115.7583,2015/11/1,1850000,366,14000,3900,1.798693164
"92 Rennie Crescent,Hilton,6163",-32.06931208,115.7802659,2015/11/1,532500,166,15000,3800,1.16849333
"12 Afric Street,Middle Swan,6056",-31.87272303,116.0132029,2015/11/1,193000,124,17100,2400,1.05478776
"2 Samphire Street,Ascot,6104",-31.93598563,115.9150685,2015/11/1,1200000,269,5600,2000,3.047111172
"62 Waratah Avenue,Dalkeith,6009",-31.99513,115.80029,2015/11/1,1780000,206,7300,3000,2.447346623
"12 Avalon Lane,Wattle Grove,6107",-32.00479913,115.9906011,2015/11/1,520000,148,13700,5000,3.213839521
"3930 Great Eastern Highway,Mahogany Creek,6072",-31.90118,116.13136,2015/11/1,505000,155,26300,12400,3.833885378
"42 Hughie Edwards Drive,Merriwa,6030",-31.65818322,115.7100607,2015/11/1,400000,159,35600,2700,0.238845061
"15 Saunders Street,Swanbourne,6010",-31.97917,115.77243,2015/11/1,1860000,368,8700,417,0.229980584
"14 Treetop Way,Mount Helena,6082",-31.86987423,116.2217904,2015/11/1,710000,220,35500,21000,0.482891438
"39 Navigator Drive,Singleton,6175",-32.43998,115.75615,2015/11/1,400000,177,55200,9800,2.76478824
"14 Tokara Avenue,Henley Brook,6055",-31.79988,115.97199,2015/11/1,480000,188,20000,10800,1.413717372
"12 Batt Drive,Brookdale,6112",-32.16794,116.00616,2015/11/1,279500,106,27700,1700,1.050711843
"91 Arthur Road,Wattle Grove,6107",-32.00381569,115.9935127,2015/11/1,556000,182,13900,5200,3.42423556
"2 Milton Court,Beldon,6027",-31.77272968,115.7644417,2015/11/1,465000,97,21900,1300,0.287072513
"42 Turnbull Way,Trigg,6029",-31.87274,115.76371,2015/11/1,1080000,223,12600,4400,0.527995861
"625 Canning Highway,Alfred Cove,6154",-32.03029,115.81962,2015/11/1,735000,161,9400,3800,1.462321264
"93 Bennett Springs Drive,Bennett Springs,6063",-31.85746583,115.9312586,2015/11/1,549000,226,12600,6200,2.252205348
"93 Hampstead Hills Drive,Gidgegannup,6083",-31.78763,116.19233,2015/11/1,660000,183,36500,21500,9.95523073
"2/14 Coneflower Corner,Churchlands,6018",-31.92431781,115.7907164,2015/11/1,1035000,123,7200,3200,0.340985515
"70 Andrea Drive,Henley Brook,6055",-31.798849,115.969331,2015/11/1,1100000,325,20000,11100,1.554482847
"70 Aitken Drive,Winthrop,6150",-32.05354,115.8169,2015/11/1,820000,210,12000,3600,1.345160661
"70 Abercairn Way,Parkwood,6147",-32.04774,115.9233,2015/11/1,388500,171,12200,2700,0.936841836
"15 Letsom Way,Langford,6147",-32.03749,115.93564,2015/11/1,440000,86,11900,1900,0.96346022
"119 Thomas Street,East Cannington,6107",-32.00533,115.95428,2015/11/1,237500,281,10800,1300,1.318842027
"15 Oakwood Avenue,Woodlands,6018",-31.91253,115.79253,2015/11/1,1200000,288,7700,2300,0.58120566
"2 Yalgar Place,Lockridge,6054",-31.88523,115.9494,2015/11/1,425000,140,11300,2100,1.604125044
"4185 Thomas Street,Chidlow,6556",-31.86304,116.26395,2015/11/1,420000,132,39500,25100,4.317861883
"1 Gaffin Way,Kwinana Town Centre,6167",-32.24220021,115.8152219,2015/11/1,330000,108,32500,2400,0.439372574
"42 Andrews Way,Herne Hill,6056",-31.82484,116.02185,2015/11/1,420000,149,20900,7700,3.842795566
"11a Wesley Street,South Fremantle,6162",-32.06687,115.7561,2015/11/1,870000,130,16000,1900,1.125754388
"6 Montrose Avenue,Darlington,6070",-31.91742,116.07877,2015/11/1,633000,190,21100,7900,0.517286018
"75 Derby Road,Shenton Park,6008",-31.9574,115.81461,2015/11/1,1250000,235,4200,612,1.124381783
"140 Medina Avenue,Medina,6167",-32.23875,115.80658,2015/11/1,225000,102,32300,3000,0.775507701
"12 Francisco Street,South Fremantle,6162",-32.06501,115.75427,2015/11/1,1360000,197,16000,1700,1.331951109
"428A Marmion Street,Myaree,6154",-32.03975,115.80974,2015/11/1,680000,155,10800,4300,0.833882325
"6 Heyford Parade,Bertram,6167",-32.24115645,115.8439901,2015/11/1,339000,123,32200,686,1.543906271
"38 Dumbarton Crescent,Menora,6050",-31.91975014,115.8568217,2015/11/1,675000,83,3600,3500,1.23143491
"78 Smith Street,Highgate,6003",-31.93956,115.87259,2015/11/1,990000,197,1900,670,0.971386874
"6 Celtis Place,Parkwood,6147",-32.04121,115.90937,2015/11/1,566500,141,11000,4100,0.64206006
"23 Capulet Street,Coolbellup,6163",-32.08275,115.81559,2015/11/1,550000,113,15100,3800,1.04333877
"44 Braden Way,Marmion,6020",-31.83921,115.75704,2015/11/1,365000,211,15800,3800,1.647066263
"79 Morrison Street,Redcliffe,6104",-31.93974478,115.9456982,2015/11/1,408000,120,8300,3100,2.380260102
"38 Edmund Way,Calista,6167",-32.25126,115.80675,2015/11/1,330000,134,33700,1700,1.006126546
"37/2 Stockton Bend,Cockburn Central,6164",-32.12749963,115.8550804,2015/11/1,416000,91,19500,401,1.419041862
"2 Est Lane,Ashby,6065",-31.72967486,115.8040317,2015/11/1,455000,110,2705,2691,3.30797782
"44 Hartwell Street,Coolbinia,6050",-31.91291,115.85528,2015/11/1,950000,195,4400,3000,1.649582032
"793 Great Northern Highway,Herne Hill,6056",-31.82358,116.01686,2015/11/1,295000,92,20700,7700,3.892656325
"6 Awl Court,Mirrabooka,6061",-31.85568,115.86399,2015/11/1,280000,81,10800,6500,0.801087702
"7A Poole Place,Bateman,6150",-32.05427101,115.8495286,2015/11/1,640000,146,11400,928,0.694046379
"44 Springfield Road,Bedfordale,6112",-32.18376739,116.0701453,2015/11/1,840000,186,32600,6300,2.068228014
"37 Wanaping Road,Kenwick,6107",-32.03263,115.97358,2015/11/1,411000,123,14100,562,0.424770699
"39 Gentilli Way,Salter Point,6152",-32.0173,115.86198,2015/11/1,1150000,284,7300,1000,0.987416357
"6 College Road,Gooseberry Hill,6076",-31.96334,116.04839,2015/11/1,710000,166,17900,9200,1.776803436
"43 Rivermoor Loop,Riverton,6148",-32.03591,115.90462,2015/11/1,1260000,321,10300,4700,1.273956427
"77 Arthur Road,Wattle Grove,6107",-32.00294242,115.9924871,2015/11/1,572500,184,13800,5200,3.44749992
"39 Citrus Loop,South Lake,6164",-32.10481,115.83162,2015/11/1,430000,124,17200,3400,1.427104715
"14 Smith Street,Glen Forrest,6071",-31.91655,116.09801,2015/11/1,750000,236,22900,9600,1.185260785
"43 Beatrice Avenue,Shelley,6148",-32.03515454,115.8817208,2015/11/1,630000,110,9500,2900,1.623994691
"77 Maamba Road,Wattle Grove,6107",-32.00219034,115.9948668,2015/11/1,530000,210,14000,5400,3.225905779
"14 Sharman Street,Medina,6167",-32.23766,115.80472,2015/11/1,239000,86,32200,3100,0.951026903
"38 Feldman Crescent,Parkerville,6081",-31.87886,116.13964,2015/11/1,415000,99,27700,13200,4.426148216
"6 Field Avenue,Redcliffe,6104",-31.94762,115.94628,2015/11/1,507000,101,8300,4900,1.679758638
"150 Kitchener Road,Alfred Cove,6154",-32.03651065,115.819659,2015/11/1,685000,161,10100,3500,1.65739753
"150 Shiraz Boulevard,Pearsall,6065",-31.78561035,115.8247039,2015/11/1,430000,143,18800,4300,1.077354853
"7 Sumpton Street,Hilton,6163",-32.07061239,115.7876738,2015/11/1,675000,110,14800,4500,0.584807711
"6 Dotterel Way,East Cannington,6107",-32.013863,115.952161,2015/11/1,532000,247,11200,675,0.942203176
"38 Gaskin Road,Kenwick,6107",-32.02954302,115.9830282,2015/11/1,310000,94,14500,2200,0.533839327
"46 Salter Point Parade,Salter Point,6152",-32.02109,115.87475,2015/11/1,1000000,177,7800,2200,1.349818117
"22 Westerway Terrace,North Lake,6163",-32.08398,115.84556,2015/11/1,800000,309,14700,2000,1.460424052
"34 Victoria Street,Guildford,6055",-31.89784,115.96551,2015/11/1,875000,203,11800,123,1.603855107
"48 Nicholas Crescent,Hilton,6163",-32.06887928,115.7865963,2015/11/1,630000,131,14700,4300,0.766729126
"16 Looranah Street,Mount Nasura,6112",-32.14157392,116.0245262,2015/11/1,415000,175,26200,1400,1.814051802
"69 Tramontane Approach,Dayton,6055",-31.8549777,115.9710579,2015/11/1,461000,203,15200,4900,3.862507904
"29 Driftwood Way,Bennett Springs,6063",-31.8571621,115.9461826,2015/11/1,110000,205,13400,5200,2.487599374
"3 Station Street,Guildford,6055",-31.89672,115.97797,2015/11/1,630000,139,12800,206,0.475715984
"86 Stratton Boulevard,Stratton,6056",-31.86613,116.04384,2015/11/1,440000,148,19900,4900,2.375181755
"17 Saligna Way,Dayton,6055",-31.85882285,115.9716365,2015/11/1,505000,247,14900,4500,3.721666203
"129 Cammillo Road,Camillo,6111",-32.11368268,116.004351,2015/11/1,350000,154,22600,852,1.048903599
"50 Lord Street,Eden Hill,6054",-31.89373605,115.9544921,2015/11/1,415000,92,11100,726,2.41623339
"50 Vahland Avenue,Riverton,6148",-32.03531,115.89371,2015/11/1,464000,127,9800,4000,2.187539287
"288 Railway Parade,East Cannington,6107",-32.01653,115.94921,2015/11/1,605000,161,11100,531,0.791889288
"87 Hellfire Drive,Darch,6065",-31.81983042,115.8379703,2015/11/1,515000,174,14900,5200,0.920674984
"69 Corring Way,Parmelia,6167",-32.24306,115.81711,2015/11/1,312500,140,32600,2300,0.575714989
"280 Timbertop Way,Stoneville,6081",-31.84049759,116.1630893,2015/11/1,715000,225,31300,16400,6.546679769
"28 Waterford Avenue,Waterford,6152",-32.01542,115.88612,2015/11/1,1375000,355,7500,2900,0.646350439
"88 Fifth Avenue,Rossmoyne,6148",-32.04135364,115.8734684,2015/11/1,761000,160,10000,1900,0.611827211
"28 Stuart Street,Greenmount,6056",-31.90113637,116.0384132,2015/11/1,360000,89,17900,3700,1.618665547
"7 Cormack Road,Alfred Cove,6154",-32.035391,115.820878,2015/11/1,1020000,183,9900,3400,1.497846604
"17 Mayo Road,Gidgegannup,6083",-31.76758376,116.2580315,2015/11/1,845000,176,43000,28000,12.36455461
"52 Noel Street,Helena Valley,6056",-31.91069995,116.0444767,2015/11/1,578000,226,18200,4700,2.582819737
"27 Russell Road,Maida Vale,6057",-31.95103,116.01459,2015/11/1,285000,135,14700,6700,2.762183133
"184 Bennett Springs Drive,Bennett Springs,6063",-31.85791331,115.9404122,2015/11/1,520000,204,13000,5100,2.230202111
"52 Mckenzie Way,Embleton,6062",-31.90159547,115.9067184,2015/11/1,550000,163,7200,1900,0.620074342
"11 Gaffin Way,Kwinana Town Centre,6167",-32.24220019,115.8146898,2015/11/1,330000,108,32500,2400,0.437728872
"27A Mary Street,Watermans Bay,6020",-31.84806,115.75557,2015/11/1,985000,199,15200,3900,1.99305308
"3 Schacht Court,Myaree,6154",-32.03795,115.8197,2015/11/1,685000,151,10200,3400,1.633165185
"8 Wickham Place,Ascot,6104",-31.93177602,115.9378867,2015/11/1,399000,86,7800,2100,2.142545715
"28 Amanda Drive,Camillo,6111",-32.11066309,116.0000572,2015/11/1,300000,92,22100,1300,0.986390536
"30 Loton Avenue,Midland,6056",-31.89027,116.0157,2015/11/1,850000,93,16300,1400,0.878656134
"18 Wendlebury Way,Eden Hill,6054",-31.89228,115.93265,2015/11/1,665000,278,9600,2300,0.562901661
"28 Broun Avenue,Embleton,6062",-31.90821,115.90084,2015/11/1,445000,158,6300,1600,0.368263193
"18 Virgilia Terrace,South Lake,6164",-32.10248,115.84923,2015/11/1,430000,192,16800,2700,0.795302597
"8/5 Marsh Road,Mount Richon,6112",-32.15860192,116.0192065,2015/11/1,420000,152,27400,635,0.560993148
"27A Massey Street,Rossmoyne,6148",-32.04296,115.87016,2015/11/1,445000,70,10200,1600,0.369377838
"17 Stirling Road,Greenmount,6056",-31.89696353,116.0575344,2015/11/1,642000,194,19800,5400,1.633063665
"29 Gentilli Way,Salter Point,6152",-32.01729,115.86118,2015/11/1,870000,188,7200,968,0.989778522
"3 Redcliffe Street,East Cannington,6107",-32.01352,115.95004,2015/11/1,580000,89,11000,474,0.738634507
"2A George Street,Midland,6056",-31.882652,116.015972,2015/11/1,367000,105,16700,1700,1.182590687
"835 Glen Road,Darlington,6070",-31.9243758,116.0764882,2015/11/1,1050000,248,20800,8000,0.529134331
"2A Princeville Tor,Connolly,6027",-31.74884892,115.7571442,2015/11/1,910000,365,24600,1100,1.32821051
"2B Wingate Avenue,Hazelmere,6055",-31.90234,115.99531,2015/11/1,475000,127,14000,1200,1.553284382
"3 Eucalypt Close,Singleton,6175",-32.44173,115.75978,2015/11/1,485000,200,55300,9600,2.89941084
"84 Stratton Boulevard,Stratton,6056",-31.86611,116.04364,2015/11/1,380000,119,19900,4900,2.377851628
"2A Flora Street,Midland,6056",-31.88202,116.0059,2015/11/1,415000,123,15900,1200,0.408724303
"3 Boxall Place,Churchlands,6018",-31.9129,115.79799,2015/11/1,1380000,340,7200,2200,0.899390568
"5 Pine Street,Menora,6050",-31.9166,115.8634,2015/11/1,1800000,310,4000,2600,0.789751783
"3 Dean Place,Lockridge,6054",-31.87758,115.94532,2015/11/1,535000,142,11700,2900,0.965445428
"3 Davis Road,Helena Valley,6056",-31.91172,116.04025,2015/11/1,250000,333,17700,4300,2.723684856
"3 Cunnold Close,Pickering Brook,6076",-32.03757,116.12763,2015/11/1,595000,158,27100,13700,4.060649568
"13 Coral Street,South Fremantle,6162",-32.06460594,115.7512461,2015/11/1,1250000,219,16100,1500,1.439723403
"17B Sanderson Street,Embleton,6062",-31.90458769,115.9122691,2015/11/1,535000,127,7300,1500,1.075522867
"13 Fawell Street,Midland,6056",-31.87881527,116.0132401,2015/11/1,310000,96,16700,1800,0.83438038
"10 Hibiscus Court,Churchlands,6018",-31.91771,115.79138,2015/11/1,1430000,232,7400,3000,0.139295175
"2A Devon Way,Lynwood,6147",-32.03932634,115.9323095,2015/11/1,480000,127,11800,2200,0.877079122
"3 Jaraba Avenue,Gooseberry Hill,6076",-31.96364,116.04554,2015/11/1,1100000,269,17700,9100,1.875678871
"3 Rainsford Way,Parkerville,6081",-31.87712,116.14124,2015/11/1,570000,320,28000,13400,4.398369714
"50 Ashdale Boulevard,Darch,6065",-31.8089774,115.8451111,2015/11/1,640000,251,16000,5900,0.450994562
"3 Preedy Court,Bateman,6150",-32.05515,115.84691,2015/11/1,882000,228,11500,1300,0.429733403
"3 Powderbark Bypass,Kenwick,6107",-32.03532366,115.9841357,2015/11/1,405000,167,15000,1500,0.716145285
"5 Kirribilli Court,Kallaroo,6025",-31.78985,115.74225,2015/11/1,950000,324,21200,3900,0.962542417
"17 Umina Way,Burns Beach,6028",-31.72301735,115.725466,2015/11/1,890000,326,28400,2400,3.589708108
"3 Hillside Crescent,Gooseberry Hill,6076",-31.95985,116.03755,2015/11/1,580000,153,16900,8400,2.667324366
"18 Hueston Lookout,Leda,6170",-32.2654,115.80676,2015/11/1,379000,187,35200,978,1.199955272
"12A Wongan Avenue,White Gum Valley,6162",-32.06033856,115.7754876,2015/11/1,580000,100,14400,3000,1.10002983
"29 Tulip Way,East Cannington,6107",-32.0111396,115.9611863,2015/11/1,565000,226,11700,1500,1.78701501
"3 Lewis Jones Cross,Stratton,6056",-31.86591,116.03497,2015/11/1,357000,132,19200,4300,2.350681399
"11 Hope Place,Redcliffe,6104",-31.94816,115.95309,2015/11/1,570000,134,8900,5000,2.127122219
"2905 Needham Road,Wooroloo,6558",-31.80604291,116.2871228,2015/11/1,385500,570,43600,28700,9.859234954
"83 Gutteridge Road,Banjup,6164",-32.13362,115.87831,2015/11/1,998888,265,20300,2100,1.761123041
"3 Millington Avenue,Daglish,6008",-31.95279326,115.8087685,2015/11/1,620000,75,4700,421,0.941120189
"46 Victoria Street,Redcliffe,6104",-31.93654872,115.9401007,2015/11/1,379000,113,7900,2700,2.54205961
"13/5 Marsh Road,Mount Richon,6112",-32.15789963,116.0191265,2015/11/1,390000,139,27400,635,0.603987659
"17 Emerald Place,Mount Richon,6112",-32.15399202,116.0240652,2015/11/1,475000,146,27300,1000,1.24047707
"55 Maamba Road,Wattle Grove,6107",-32.00354554,115.9965044,2015/11/1,718500,263,14200,5200,3.225062717
"55 Outlook Drive,Edgewater,6027",-31.76157,115.78531,2015/11/1,695000,272,22300,1300,0.899606146
"48B Davy Street,Alfred Cove,6154",-32.03381527,115.8215991,2015/11/1,1730000,281,9700,3400,1.364603804
"11 Robin Street,Menora,6050",-31.92409,115.86425,2015/11/1,1050000,238,3200,2000,0.609318927
"55 Vermilion Boulevard,Hilbert,6112",-32.17778001,115.9796999,2015/11/1,899000,301,27600,4100,2.725001635
"9 Gaffin Way,Kwinana Town Centre,6167",-32.24220067,115.8147967,2015/11/1,247500,108,32500,2400,0.437653089
"33 Baskerville Road,Mundijong,6123",-32.28561866,115.984406,2015/11/1,630000,212,39000,14900,1.889309906
"7 Karlak Close,Leda,6170",-32.26355,115.805,2015/11/1,290000,201,35000,1100,1.176356806
"8 Inglis Court,Medina,6167",-32.23876,115.80796,2015/11/1,385000,164,32300,2900,0.646144137
"25 The Boardwalk,Ascot,6104",-31.93917,115.92005,2015/11/1,910000,259,6000,2500,2.579728917
"25 Tahoe Rise,Edgewater,6027",-31.75613,115.77933,2015/11/1,570000,120,23100,1800,0.985359996
"56 Bolderwood Drive,South Lake,6164",-32.0998,115.84489,2015/11/1,515000,169,16500,3100,1.0339564
"19 Mulligan Way,Orelia,6167",-32.23707,115.82268,2015/11/1,370000,152,31900,1900,0.752936602
"56 Cromarty Road,Churchlands,6018",-31.92725835,115.7908139,2015/11/1,1950000,457,7000,3300,0.557504712
"48 Kardan Circuit,Karawara,6152",-32.00906,115.88144,2015/11/1,955000,304,6700,2400,1.140730355
"1 Valencia Avenue,Churchlands,6018",-31.91611563,115.7854829,2015/11/1,935000,214,8000,3600,0.445137462
"25 Gwynne Corner,Jane Brook,6056",-31.86081,116.05167,2015/11/1,600000,218,20900,5900,3.04632588
"465 Timbertop Way,Stoneville,6081",-31.84262802,116.1611615,2015/11/1,660000,143,31100,16100,6.492195116
"34 Kerwin Way,Lockridge,6054",-31.88115,115.94726,2015/11/1,400000,138,11500,2500,1.22008035
"8 Elderberry Drive,South Lake,6164",-32.10934,115.83157,2015/11/1,457500,132,17700,3100,1.351773706
"16 Moline Court,Churchlands,6018",-31.91351,115.79712,2015/11/1,1700000,383,7300,2300,0.793667345
"9 Kadina Road,Gooseberry Hill,6076",-31.95155,116.055,2015/11/1,690000,185,18500,8400,2.930907204
"7 Magee Place,Mount Helena,6082",-31.87265,116.21611,2015/11/1,460000,162,34900,20500,0.403453784
"12 Snowberry Retreat,Mirrabooka,6061",-31.86108,115.86475,2015/11/1,452000,125,10200,6700,0.78351783
"3375 Stoneville Road,Stoneville,6081",-31.87273,116.17181,2015/11/1,575000,163,30900,16300,2.996482388
"47 Waratah Avenue,Dalkeith,6009",-31.99455,115.80318,2015/11/1,1700000,300,7100,3000,2.669830899
"47B Lamond Street,Alfred Cove,6154",-32.03496339,115.8096218,2015/11/1,1210000,301,10300,4400,1.321772793
"33 Watcombe Avenue,Burns Beach,6028",-31.72539,115.727772,2015/11/1,995000,415,28100,2200,3.447668263
"33 Torquata Boulevard,Helena Valley,6056",-31.91786,116.02761,2015/11/1,570000,165,16400,3900,3.464949747
"16 Silkwood Turn,Churchlands,6018",-31.92068,115.7909,2015/11/1,1250000,246,7300,3100,0.386753522
"25 Dutton Way,Singleton,6175",-32.45001,115.7544,2015/11/1,400000,87,56300,8600,3.192893241
"9 James Avenue,Hazelmere,6055",-31.90121746,115.9914613,2015/11/1,570000,152,13800,1100,1.206098678
"26 Charsley Crescent,Marmion,6020",-31.84243,115.7572,2015/11/1,1070000,250,15500,3700,1.953062298
"26 De Grey Retreat,Jane Brook,6056",-31.85857,116.04244,2015/11/1,542000,179,20200,5400,2.899227016
"165 Blair Road,Oakford,6121",-32.18783774,115.9305269,2015/11/1,1300000,500,27100,8600,7.162196543
"31 Mustang Drive,Henley Brook,6055",-31.79717,115.97403,2015/11/1,555000,163,20400,11100,1.124570205
"27 Ashbrook Avenue,Pearsall,6065",-31.7784674,115.8168138,2015/11/1,495000,160,19700,3700,0.836271227
"67 Hampton Road,Darch,6065",-31.815036,115.85185,2015/11/1,635000,286,15300,6500,1.04979004
"67 Hillwater Promenade,Bennett Springs,6063",-31.8612521,115.9327121,2015/11/1,591000,190,12300,5700,1.815700024
"31 Lefroy Road,South Fremantle,6162",-32.06795,115.75675,2015/11/1,1030000,137,16100,2100,1.058530051
"5 Bibbulmun Entrance,Sinagra,6065",-31.74904,115.81148,2015/11/1,482500,152,23100,4200,1.041860487
"27 Anglesea Crescent,Belhus,6069",-31.77386,116.01403,2015/11/1,1225000,244,24700,13200,3.534529148
"31 Edgewater Drive,Edgewater,6027",-31.77101,115.78989,2015/11/1,520000,127,21200,1100,1.448298847
"10 James Road,Swanbourne,6010",-31.97967188,115.7659431,2015/11/1,1500000,124,9300,573,0.703204634
"9 BABBLER COURT,Maida Vale,6057",-31.95285,116.02063,2015/11/1,455000,155,15300,7100,2.699543822
"17 Crown Terrace,Coogee,6166",-32.12648577,115.7741417,2015/11/1,675000,117,21000,8000,4.810940848
"31 Aquarian Drive,Jane Brook,6056",-31.859927,116.041048,2015/11/1,605000,232,20000,5200,2.773414187
"30B BATAVIA PLACE,Kallaroo,6025",-31.79148,115.75219,2015/11/1,420000,93,20500,3000,1.176175562
"9 Abinger Road,Lynwood,6147",-32.04253,115.92351,2015/11/1,465000,151,11800,2800,0.699276455
"121 Thomas Street,East Cannington,6107",-32.00511832,115.9542967,2015/11/1,340000,86,10800,1300,1.318706995
"1/4 Manley Street,Cannington,6107",-32.01043,115.93264,2015/11/1,334000,97,9500,632,0.939652772
"1/23 Golf Road,Parkwood,6147",-32.04021,115.90682,2015/11/1,338000,70,10800,4400,0.897881608
"26A Bishopsgate Street,Lathlain,6100",-31.97247513,115.9053136,2015/11/1,710000,160,4900,306,0.345389996
"12 Tattershall Road,Darch,6065",-31.81479727,115.8521092,2015/11/1,598000,196,15300,6500,1.063560753
"8 Minstrell Road,Bertram,6167",-32.25006,115.83868,2015/11/1,457000,246,33200,1700,0.484057945
"8 Moncrieff Road,Langford,6147",-32.0400541,115.948976,2015/11/1,600000,129,13000,858,1.298892852
"26 McFarlane Circle,Mirrabooka,6061",-31.85417724,115.8608806,2015/11/1,425000,104,10900,6200,0.69908653
"49 Whimbrel Parade,Bennett Springs,6063",-31.86085617,115.9269858,2015/11/1,475000,141,12000,5800,1.998499003
"26 Stirk Road,Alfred Cove,6154",-32.03476,115.81865,2015/11/1,1225000,243,9900,3600,1.661865771
"19 Belvoir Crescent,Orelia,6167",-32.22809,115.82624,2015/11/1,499999,193,30900,1700,1.561758016
"9 Charnley Gardens,Burswood,6100",-31.95784888,115.8981884,2015/11/1,1050000,205,3800,275,1.495069953
"53B Woodlands Street,Woodlands,6018",-31.9142,115.79351,2015/11/1,945000,171,7500,2800,0.478072118
"31A Scott Street,South Fremantle,6162",-32.07039,115.75472,2015/11/1,980000,179,16400,2200,1.279927409
"49A Rushton Street,Burswood,6100",-31.96837421,115.8952198,2015/11/1,683000,160,3900,703,0.625890358
"31/11 Elvire Street,Viveash,6056",-31.88478314,116.000386,2015/11/1,310000,100,15300,758,0.788767868
"9 Cabra Place,Waterford,6152",-32.0131345,115.8849285,2015/11/1,920000,190,7200,2800,0.808315593
"31 The Embankment,South Guildford,6055",-31.90314875,115.9830336,2015/11/1,700000,272,12900,811,1.019326377
"16A First Avenue,Kensington,6151",-31.97712,115.88134,2015/11/1,642500,119,3500,2100,1.432593903
"119 Bottlebrush Drive,Kiara,6054",-31.88476,115.93804,2015/11/1,410000,152,10600,2300,0.859255291
"12 Magpie Place,Brookdale,6112",-32.16518,115.99696,2015/11/1,369000,131,27000,2000,0.672252901
"21 Freeland Way,Eden Hill,6054",-31.88952,115.93446,2015/11/1,660000,284,10000,2600,0.726527246
"15 Austin Street,Shenton Park,6008",-31.9575,115.82131,2015/11/1,1825000,305,3600,984,1.744424971
"21 Sherlock Turn,Jane Brook,6056",-31.86125,116.04747,2015/11/1,482000,192,20500,5500,2.932525146
"15 Helen Street,Bellevue,6056",-31.89976356,116.0268891,2015/11/1,450000,118,16900,2600,2.081365794
"104 River Way,Salter Point,6152",-32.02663522,115.8731549,2015/11/1,1350000,134,8200,2300,1.076352933
"114 Waterhall Road,South Guildford,6055",-31.9137,115.98778,2015/11/1,455000,204,12900,2100,2.25678246
"40 Oakleaf Circle,Mirrabooka,6061",-31.85590294,115.8649042,2015/11/1,400000,93,10700,6600,0.865076204
"41 Marnie Road,Glen Forrest,6071",-31.90685,116.09938,2015/11/1,650000,177,23300,9500,0.752888686
"4/25 Clydesdale Street,Burswood,6100",-31.9682,115.8995,2015/11/1,1115000,300,4200,449,0.533294871
"109 Winterfold Road,Coolbellup,6163",-32.07499966,115.7970839,2015/11/1,660000,211,14900,5100,0.433798696
"20 Sturtridge Road,Lockridge,6054",-31.88115,115.9526,2015/11/1,440000,123,11900,2200,1.703406672
"143 Gradient Way,Beldon,6027",-31.77304,115.76509,2015/11/1,525500,146,21800,1300,0.346481333
"21 Chesters Way,Winthrop,6150",-32.04983,115.82805,2015/11/1,770000,215,11200,2500,1.611431259
"6 Traminer Way,Pearsall,6065",-31.78489426,115.8163241,2015/11/1,435000,135,19100,3600,0.289641994
"20 Harwood Street,Hilton,6163",-32.06479,115.78648,2015/11/1,300000,93,14300,4200,1.09317235
"96 Boulder Avenue,Redcliffe,6104",-31.93472,115.94674,2015/11/1,499700,96,8500,3500,2.459307969
"4 Harrison Way,Calista,6167",-32.24887,115.80415,2015/11/1,325000,121,33400,2100,1.365299001
"105 Morrell Road,Glen Forrest,6071",-31.91720099,116.1097787,2015/11/1,907500,232,24000,10700,2.041975283
"106 Warner Road,Parmelia,6167",-32.24866,115.83254,2015/11/1,362000,125,33100,1800,0.886106631
